id,suhu,ph,salinitas,ketinggian,create at,update at
1389,28.69,11.82,425,100,10/30/2021 16:26,NULL
1390,28.69,11.83,421,-460,10/30/2021 16:26,NULL
1391,28.69,11.83,424,100,10/30/2021 16:26,NULL
1392,28.69,11.83,425,100,10/30/2021 16:26,NULL
1393,28.69,11.83,426,100,10/30/2021 16:27,NULL
1394,28.69,11.83,426,100,10/30/2021 16:27,NULL
1395,28.69,11.83,426,100,10/30/2021 16:27,NULL
1396,28.69,11.83,427,100,10/30/2021 16:27,NULL
1397,28.69,11.82,427,100,10/30/2021 16:27,NULL
1398,28.69,11.83,428,100,10/30/2021 16:27,NULL
1399,28.69,11.83,428,-460,10/30/2021 16:27,NULL
1400,28.75,11.82,428,100,10/30/2021 16:27,NULL
1401,28.69,11.82,429,100,10/30/2021 16:28,NULL
1402,28.75,11.83,429,100,10/30/2021 16:28,NULL
1403,28.75,11.83,429,100,10/30/2021 16:28,NULL
1404,28.69,11.83,429,100,10/30/2021 16:28,NULL
1405,28.69,11.83,429,100,10/30/2021 16:28,NULL
1406,28.75,11.83,428,100,10/30/2021 16:28,NULL
1407,28.75,11.83,428,100,10/30/2021 16:28,NULL
1408,28.69,11.83,425,100,10/30/2021 16:29,NULL
1409,28.75,11.83,428,100,10/30/2021 16:29,NULL
1410,28.75,11.83,428,100,10/30/2021 16:29,NULL
1411,28.75,11.83,428,100,10/30/2021 16:29,NULL
1412,28.69,11.83,429,100,10/30/2021 16:29,NULL
1413,28.75,11.83,425,100,10/30/2021 16:29,NULL
1414,28.69,11.83,425,100,10/30/2021 16:29,NULL
1415,28.75,11.83,415,100,10/30/2021 16:30,NULL
1416,28.69,11.83,416,100,10/30/2021 16:30,NULL
1417,28.75,11.83,422,100,10/30/2021 16:30,NULL
1418,28.69,11.83,422,100,10/30/2021 16:30,NULL
1419,28.69,11.83,422,100,10/30/2021 16:30,NULL
1420,28.69,11.83,422,100,10/30/2021 16:30,NULL
1421,28.75,11.83,423,100,10/30/2021 16:30,NULL
1422,28.69,11.83,424,100,10/30/2021 16:31,NULL
1423,28.69,11.83,424,100,10/30/2021 16:31,NULL
1424,28.69,11.83,424,100,10/30/2021 16:31,NULL
1425,28.69,11.83,425,100,10/30/2021 16:31,NULL
1426,28.69,11.83,425,100,10/30/2021 16:31,NULL
1427,-127,11.82,392,63,10/30/2021 16:33,NULL
1428,-127,11.82,403,63,10/30/2021 16:33,NULL
1429,-127,11.82,410,62,10/30/2021 16:33,NULL
1430,-127,11.82,415,-8,10/30/2021 16:33,NULL
1431,-127,11.82,416,-16,10/30/2021 16:33,NULL
1432,-127,11.82,420,43,10/30/2021 16:33,NULL
1433,-127,11.82,382,100,10/30/2021 16:36,NULL
1434,-127,11.82,396,100,10/30/2021 16:36,NULL
1435,-127,11.82,401,100,10/30/2021 16:36,NULL
1436,-127,11.82,407,100,10/30/2021 16:36,NULL
1437,-127,11.82,410,-460,10/30/2021 16:36,NULL
1438,-127,11.82,413,100,10/30/2021 16:37,NULL
1439,-127,11.82,415,100,10/30/2021 16:37,NULL
1440,-127,11.82,416,100,10/30/2021 16:37,NULL
1441,-127,11.82,418,100,10/30/2021 16:37,NULL
1442,-127,11.82,420,100,10/30/2021 16:37,NULL
1443,-127,11.82,421,100,10/30/2021 16:37,NULL
1444,-127,11.82,422,100,10/30/2021 16:37,NULL
1445,-127,11.82,422,100,10/30/2021 16:37,NULL
1446,-127,11.82,424,100,10/30/2021 16:38,NULL
1447,-127,11.82,425,100,10/30/2021 16:38,NULL
1448,-127,11.82,426,100,10/30/2021 16:38,NULL
1449,-127,11.82,427,100,10/30/2021 16:38,NULL
1450,-127,11.82,424,100,10/30/2021 16:38,NULL
1451,-127,11.82,425,100,10/30/2021 16:38,NULL
1452,-127,11.82,426,100,10/30/2021 16:38,NULL
1453,-127,11.82,425,100,10/30/2021 16:38,NULL
1454,-127,11.82,425,100,10/30/2021 16:38,NULL
1455,-127,11.82,427,100,10/30/2021 16:39,NULL
1456,-127,11.82,426,100,10/30/2021 16:39,NULL
1457,-127,11.82,426,100,10/30/2021 16:39,NULL
1458,-127,11.82,427,100,10/30/2021 16:39,NULL
1459,-127,11.82,428,100,10/30/2021 16:39,NULL
1460,-127,11.82,428,-12980,10/30/2021 16:39,NULL
1461,-127,11.83,379,75,10/30/2021 17:07,NULL
1462,-127,11.83,383,97,10/30/2021 17:07,NULL
1463,-127,11.83,387,61,10/30/2021 17:07,NULL
1464,-127,11.83,391,74,10/30/2021 17:07,NULL
1465,-127,11.83,392,56,10/30/2021 17:08,NULL
1466,-127,11.83,395,55,10/30/2021 17:08,NULL
1467,-127,11.83,397,58,10/30/2021 17:08,NULL
1468,-127,11.83,401,58,10/30/2021 17:08,NULL
1469,-127,11.83,403,58,10/30/2021 17:08,NULL
1470,-127,11.83,405,74,10/30/2021 17:08,NULL
1471,-127,11.83,407,45,10/30/2021 17:08,NULL
1472,-127,11.83,409,45,10/30/2021 17:08,NULL
1473,-127,11.83,410,44,10/30/2021 17:09,NULL
1474,-127,11.82,412,55,10/30/2021 17:09,NULL
1475,-127,11.83,413,54,10/30/2021 17:09,NULL
1476,-127,11.83,415,55,10/30/2021 17:09,NULL
1477,-127,11.83,418,54,10/30/2021 17:09,NULL
1478,-127,11.83,412,57,10/30/2021 17:09,NULL
1479,-127,11.83,409,48,10/30/2021 17:09,NULL
1480,-127,11.82,407,49,10/30/2021 17:09,NULL
1481,-127,11.83,405,47,10/30/2021 17:10,NULL
1482,-127,11.83,404,54,10/30/2021 17:10,NULL
1483,-127,11.82,404,54,10/30/2021 17:10,NULL
1484,-127,11.83,403,54,10/30/2021 17:10,NULL
1485,-127,11.83,401,54,10/30/2021 17:10,NULL
1486,-127,11.83,399,55,10/30/2021 17:10,NULL
1487,-127,11.82,403,54,10/30/2021 17:10,NULL
1488,-127,11.83,406,55,10/30/2021 17:10,NULL
1489,-127,11.83,402,55,10/30/2021 17:11,NULL
1490,-127,11.83,401,-460,10/30/2021 17:11,NULL
1491,-127,11.83,402,-62,10/30/2021 17:11,NULL
1492,-127,11.83,403,-61,10/30/2021 17:11,NULL
1493,-127,11.83,404,-61,10/30/2021 17:11,NULL
1494,-127,11.82,404,49,10/30/2021 17:11,NULL
1495,-127,11.83,405,49,10/30/2021 17:11,NULL
1496,-127,11.82,407,-61,10/30/2021 17:12,NULL
1497,-127,11.82,407,49,10/30/2021 17:12,NULL
1498,-127,11.82,407,33,10/30/2021 17:12,NULL
1499,-127,11.82,407,44,10/30/2021 17:12,NULL
1500,-127,11.82,409,44,10/30/2021 17:12,NULL
1501,-127,11.82,407,41,10/30/2021 17:12,NULL
1502,-127,11.82,407,45,10/30/2021 17:12,NULL
1503,-127,11.82,406,-82,10/30/2021 17:12,NULL
1504,-127,11.82,408,-168,10/30/2021 17:13,NULL
1505,-127,11.82,408,93,10/30/2021 17:13,NULL
1506,-127,11.83,410,95,10/30/2021 17:13,NULL
1507,-127,11.83,406,95,10/30/2021 17:13,NULL
1508,-127,11.83,413,95,10/30/2021 17:13,NULL
1509,-127,11.83,409,96,10/30/2021 17:13,NULL
1510,-127,11.83,409,97,10/30/2021 17:13,NULL
1511,-127,11.83,408,97,10/30/2021 17:13,NULL
1512,-127,11.83,409,97,10/30/2021 17:14,NULL
1513,-127,11.83,408,96,10/30/2021 17:14,NULL
1514,-127,11.83,412,95,10/30/2021 17:14,NULL
1515,-127,11.83,410,95,10/30/2021 17:14,NULL
1516,-127,11.83,407,94,10/30/2021 17:14,NULL
1517,-127,11.84,408,95,10/30/2021 17:14,NULL
1518,-127,11.25,411,95,10/30/2021 17:14,NULL
1519,-127,10.22,411,55,10/30/2021 17:15,NULL
1520,-127,10.23,411,49,10/30/2021 17:15,NULL
1521,-127,11.05,409,55,10/30/2021 17:15,NULL
1522,-127,10.15,411,56,10/30/2021 17:15,NULL
1523,-127,10.09,412,53,10/30/2021 17:15,NULL
1524,-127,9.39,412,98,10/30/2021 17:15,NULL
1525,-127,8.71,412,94,10/30/2021 17:15,NULL
1526,-127,7.72,415,97,10/30/2021 17:15,NULL
1527,-127,7.52,414,97,10/30/2021 17:16,NULL
1528,-127,6.71,417,91,10/30/2021 17:16,NULL
1529,-127,6.92,415,57,10/30/2021 17:16,NULL
1530,-127,7.18,415,57,10/30/2021 17:16,NULL
1531,-127,6.69,415,57,10/30/2021 17:16,NULL
1532,-127,6.26,416,55,10/30/2021 17:16,NULL
1533,-127,6.24,415,54,10/30/2021 17:16,NULL
1534,-127,6.27,414,55,10/30/2021 17:16,NULL
1535,-127,5.55,416,53,10/30/2021 17:17,NULL
1536,-127,5.45,416,50,10/30/2021 17:17,NULL
1537,-127,5.37,416,57,10/30/2021 17:17,NULL
1538,-127,3.99,417,54,10/30/2021 17:17,NULL
1539,-127,3.89,414,54,10/30/2021 17:17,NULL
1540,-127,3.36,416,97,10/30/2021 17:17,NULL
1541,-127,4.25,415,46,10/30/2021 17:17,NULL
1542,-127,3.3,416,49,10/30/2021 17:17,NULL
1543,-127,3.04,417,47,10/30/2021 17:18,NULL
1544,-127,3.61,413,50,10/30/2021 17:18,NULL
1545,-127,3.45,414,51,10/30/2021 17:18,NULL
1546,-127,3.48,412,91,10/30/2021 17:18,NULL
1547,-127,3.03,413,46,10/30/2021 17:18,NULL
1548,-127,2.43,414,46,10/30/2021 17:18,NULL
1549,-127,2.46,414,-76,10/30/2021 17:18,NULL
1550,-127,1.87,417,45,10/30/2021 17:18,NULL
1551,-127,1.8,416,43,10/30/2021 17:19,NULL
1552,-127,1.78,418,43,10/30/2021 17:19,NULL
1553,-127,1.94,416,47,10/30/2021 17:19,NULL
1554,-127,1.88,417,50,10/30/2021 17:19,NULL
1555,-127,1.66,417,49,10/30/2021 17:19,NULL
1556,-127,1.08,420,57,10/30/2021 17:19,NULL
1557,-127,2.03,416,-149,10/30/2021 17:19,NULL
1558,-127,1.64,417,-460,10/30/2021 17:19,NULL
1559,-127,1.31,418,-93,10/30/2021 17:20,NULL
1560,-127,1.15,418,40,10/30/2021 17:20,NULL
1561,-127,1.66,417,50,10/30/2021 17:20,NULL
1562,-127,2.6,415,-17,10/30/2021 17:20,NULL
1563,-127,5.09,416,-460,10/30/2021 17:20,NULL
1564,-127,6.53,416,-460,10/30/2021 17:20,NULL
1565,-127,11.83,408,-460,10/30/2021 17:20,NULL
1566,-127,11.83,400,93,10/30/2021 17:20,NULL
1567,-127,11.83,399,-3,10/30/2021 17:21,NULL
1568,-127,11.83,398,-3,10/30/2021 17:21,NULL
1569,-127,11.83,397,58,10/30/2021 17:21,NULL
1570,-127,11.83,398,66,10/30/2021 17:21,NULL
1571,-127,11.83,398,83,10/30/2021 17:21,NULL
1572,-127,11.83,397,43,10/30/2021 17:21,NULL
1573,-127,9.48,395,46,10/30/2021 17:21,NULL
1574,-127,7.37,400,86,10/30/2021 17:22,NULL
1575,-127,7.4,395,49,10/30/2021 17:22,NULL
1576,-127,5.73,401,77,10/30/2021 17:22,NULL
1577,-127,5.99,399,86,10/30/2021 17:22,NULL
1578,-127,5.98,399,49,10/30/2021 17:22,NULL
1579,-127,5.66,397,71,10/30/2021 17:22,NULL
1580,-127,5.51,399,70,10/30/2021 17:22,NULL
1581,-127,10.3,399,71,10/30/2021 17:22,NULL
1582,-127,7.72,398,49,10/30/2021 17:23,NULL
1583,-127,7.24,398,62,10/30/2021 17:23,NULL
1584,-127,6.39,400,63,10/30/2021 17:23,NULL
1585,-127,6.4,399,63,10/30/2021 17:23,NULL
1586,-127,5.61,398,74,10/30/2021 17:23,NULL
1587,-127,5.03,400,36,10/30/2021 17:23,NULL
1588,-127,4.76,399,-460,10/30/2021 17:23,NULL
1589,-127,4.02,398,65,10/30/2021 17:23,NULL
1590,-127,3.91,401,46,10/30/2021 17:24,NULL
1591,-127,3.95,400,44,10/30/2021 17:24,NULL
1592,-127,3.47,400,66,10/30/2021 17:24,NULL
1593,-127,3.17,401,-460,10/30/2021 17:24,NULL
1594,-127,4.12,401,83,10/30/2021 17:24,NULL
1595,-127,4.09,401,84,10/30/2021 17:24,NULL
1596,-127,3.39,400,78,10/30/2021 17:24,NULL
1597,-127,3.76,401,-460,10/30/2021 17:24,NULL
1598,-127,3.68,399,47,10/30/2021 17:25,NULL
1599,-127,2.91,400,58,10/30/2021 17:25,NULL
1600,-127,3.28,399,5,10/30/2021 17:25,NULL
1601,-127,3.04,399,45,10/30/2021 17:25,NULL
1602,-127,2.64,399,-52,10/30/2021 17:25,NULL
1603,-127,2.58,400,64,10/30/2021 17:25,NULL
1604,-127,2.63,401,-48,10/30/2021 17:25,NULL
1605,-127,2.58,400,-50,10/30/2021 17:26,NULL
1606,-127,1.57,403,-46,10/30/2021 17:26,NULL
1607,-127,1.73,402,46,10/30/2021 17:26,NULL
1608,-127,2.16,400,73,10/30/2021 17:26,NULL
1609,-127,2.21,401,56,10/30/2021 17:26,NULL
1610,-127,2.44,401,72,10/30/2021 17:26,NULL
1611,-127,2.36,401,49,10/30/2021 17:26,NULL
1612,-127,40.24,395,68,10/30/2021 17:26,NULL
1613,-127,2.9,400,55,10/30/2021 17:27,NULL
1614,-127,6.12,403,97,10/30/2021 17:27,NULL
1615,-127,5.73,402,83,10/30/2021 17:27,NULL
1616,-127,2.12,407,44,10/30/2021 17:27,NULL
1617,-127,2.27,404,47,10/30/2021 17:27,NULL
1618,-127,2.22,403,49,10/30/2021 17:27,NULL
1619,-127,2.6,402,45,10/30/2021 17:27,NULL
1620,-127,3.05,404,49,10/30/2021 17:27,NULL
1621,-127,3.54,402,45,10/30/2021 17:28,NULL
1622,-127,3.71,401,66,10/30/2021 17:28,NULL
1623,-127,2.43,408,-21,10/30/2021 17:28,NULL
1624,-127,2.81,407,-21,10/30/2021 17:28,NULL
1625,-127,3.54,404,-27,10/30/2021 17:28,NULL
1626,-127,2.74,405,83,10/30/2021 17:28,NULL
1627,-127,2.64,405,55,10/30/2021 17:28,NULL
1628,-127,2.73,404,57,10/30/2021 17:29,NULL
1629,-127,2.35,406,48,10/30/2021 17:29,NULL
1630,-127,2.51,406,49,10/30/2021 17:29,NULL
1631,-127,3.95,406,49,10/30/2021 17:29,NULL
1632,-127,4.25,406,47,10/30/2021 17:29,NULL
1633,-127,3.62,405,49,10/30/2021 17:29,NULL
1634,-127,3.41,404,48,10/30/2021 17:29,NULL
1635,-127,3.22,403,49,10/30/2021 17:29,NULL
1636,-127,2.73,404,49,10/30/2021 17:30,NULL
1637,-127,1.85,404,47,10/30/2021 17:30,NULL
1638,-127,1.61,404,49,10/30/2021 17:30,NULL
1639,-127,1.6,404,49,10/30/2021 17:30,NULL
1640,-127,1.4,405,40,10/30/2021 17:30,NULL
1641,-127,1.78,404,41,10/30/2021 17:30,NULL
1642,-127,1.21,404,47,10/30/2021 17:30,NULL
1643,-127,1.21,404,46,10/30/2021 17:30,NULL
1644,-127,0.47,406,47,10/30/2021 17:31,NULL
1645,-127,0.52,407,48,10/30/2021 17:31,NULL
1646,-127,0.96,406,45,10/30/2021 17:31,NULL
1647,-127,0.36,407,95,10/30/2021 17:31,NULL
1648,-127,0.06,406,95,10/30/2021 17:31,NULL
1649,-127,39.34,408,95,10/30/2021 17:31,NULL
1650,-127,39.73,407,95,10/30/2021 17:31,NULL
1651,-127,40.24,402,95,10/30/2021 17:32,NULL
1652,-127,40.24,400,95,10/30/2021 17:32,NULL
1653,-127,40.24,405,95,10/30/2021 17:32,NULL
1654,-127,40.24,402,95,10/30/2021 17:32,NULL
1655,-127,40.24,403,95,10/30/2021 17:32,NULL
1656,-127,40.24,403,95,10/30/2021 17:32,NULL
1657,-127,40.24,405,95,10/30/2021 17:32,NULL
1658,-127,40.24,403,95,10/30/2021 17:32,NULL
1659,-127,40.24,402,95,10/30/2021 17:33,NULL
1660,-127,40.24,400,95,10/30/2021 17:33,NULL
1661,-127,40.24,404,95,10/30/2021 17:33,NULL
1662,-127,11.82,382,100,10/30/2021 17:40,NULL
1663,-127,0,318,100,11/6/2021 13:50,NULL
1664,-127,0,319,100,11/6/2021 13:51,NULL
1665,-127,0,318,100,11/6/2021 13:51,NULL
1666,-127,0,319,100,11/6/2021 13:51,NULL
1667,-127,0,319,100,11/6/2021 13:51,NULL
1668,-127,0,318,100,11/6/2021 13:51,NULL
1669,-127,0,319,100,11/6/2021 13:51,NULL
1670,-127,0,318,100,11/6/2021 14:00,NULL
1671,-127,0,317,100,11/6/2021 14:00,NULL
1672,-127,35.74,1084,100,11/6/2021 14:00,NULL
1673,-127,0,317,100,11/6/2021 14:01,NULL
1674,-127,0,317,100,11/6/2021 14:01,NULL
1675,-127,0,317,100,11/6/2021 14:02,NULL
1676,-127,0,318,100,11/6/2021 14:02,NULL
1677,-127,0,317,100,11/6/2021 14:02,NULL
1678,-127,0,317,100,11/6/2021 14:02,NULL
1679,-127,0,318,100,11/6/2021 14:02,NULL
1680,-127,0,319,100,11/6/2021 14:02,NULL
1681,-127,0,318,100,11/6/2021 14:02,NULL
1682,-127,0,319,100,11/6/2021 14:02,NULL
1683,-127,0,318,100,11/6/2021 14:03,NULL
1684,-127,1.15,318,100,11/6/2021 14:03,NULL
1685,-127,1.15,318,100,11/6/2021 14:03,NULL
1686,-127,1.16,317,100,11/6/2021 14:03,NULL
1687,-127,1.16,318,100,11/6/2021 14:04,NULL
1688,-127,1.12,318,100,11/6/2021 14:04,NULL
1689,-127,1.15,317,100,11/6/2021 14:04,NULL
1690,-127,1.15,317,100,11/6/2021 14:04,NULL
1691,-127,1.16,317,100,11/6/2021 14:04,NULL
1692,-127,1.15,317,100,11/6/2021 14:04,NULL
1693,-127,1.14,317,100,11/6/2021 14:04,NULL
1694,-127,1.13,318,100,11/6/2021 14:04,NULL
1695,-127,1.15,318,100,11/6/2021 14:05,NULL
1696,-127,1.15,318,100,11/6/2021 14:05,NULL
1697,-127,1.16,319,100,11/6/2021 14:05,NULL
1698,-127,1.17,318,100,11/6/2021 14:05,NULL
1699,-127,1.16,318,100,11/6/2021 14:05,NULL
1700,-127,1.17,319,100,11/6/2021 14:05,NULL
1701,-127,1.16,318,100,11/6/2021 14:05,NULL
1702,-127,1.17,318,100,11/6/2021 14:05,NULL
1703,-127,1.16,318,100,11/6/2021 14:05,NULL
1704,-127,1.18,318,100,11/6/2021 14:05,NULL
1705,-127,1.17,318,100,11/6/2021 14:06,NULL
1706,-127,1.16,318,100,11/6/2021 14:06,NULL
1707,-127,1.18,318,100,11/6/2021 14:06,NULL
1708,-127,1.12,318,100,11/6/2021 14:06,NULL
1709,-127,1.17,318,12,11/6/2021 14:06,NULL
1710,-127,1.18,318,100,11/6/2021 14:06,NULL
1711,-127,1.13,318,0,11/6/2021 14:06,NULL
1712,-127,1.14,318,100,11/6/2021 14:06,NULL
1713,-127,1.17,318,100,11/6/2021 14:06,NULL
1714,-127,1.17,318,100,11/6/2021 14:06,NULL
1715,-127,1.17,318,100,11/6/2021 14:07,NULL
1716,-127,1.17,318,100,11/6/2021 14:07,NULL
1717,-127,1.17,318,100,11/6/2021 14:07,NULL
1718,-127,1.17,317,100,11/6/2021 14:07,NULL
1719,-127,1.16,318,100,11/6/2021 14:07,NULL
1720,-127,1.15,317,100,11/6/2021 14:07,NULL
1721,-127,1.15,318,100,11/6/2021 14:07,NULL
1722,-127,1.16,318,100,11/6/2021 14:07,NULL
1723,-127,1.15,317,100,11/6/2021 14:08,NULL
1724,-127,1.16,317,100,11/6/2021 14:08,NULL
1725,-127,1.16,317,100,11/6/2021 14:08,NULL
1726,-127,1.14,317,100,11/6/2021 14:08,NULL
1727,-127,1.15,317,100,11/6/2021 14:08,NULL
1728,-127,1.13,317,100,11/6/2021 14:08,NULL
1729,-127,1.15,317,100,11/6/2021 14:08,NULL
1730,-127,1.14,317,100,11/6/2021 14:08,NULL
1731,-127,1.15,317,100,11/6/2021 14:09,NULL
1732,-127,1.13,317,100,11/6/2021 14:09,NULL
1733,-127,1.15,317,100,11/6/2021 14:09,NULL
1734,-127,1.17,317,100,11/6/2021 14:09,NULL
1735,-127,6.96,318,100,11/6/2021 14:11,NULL
1736,-127,6.96,318,100,11/6/2021 14:11,NULL
1737,-127,6.97,318,100,11/6/2021 14:11,NULL
1738,-127,6.96,318,100,11/6/2021 14:11,NULL
1739,-127,6.95,318,100,11/6/2021 14:11,NULL
1740,-127,6.95,317,100,11/6/2021 14:11,NULL
1741,-127,6.96,318,-20,11/6/2021 14:11,NULL
1742,-127,6.93,318,-19,11/6/2021 14:12,NULL
1743,-127,6.93,318,-18,11/6/2021 14:12,NULL
1744,-127,6.96,318,100,11/6/2021 14:12,NULL
1745,-127,6.95,318,100,11/6/2021 14:12,NULL
1746,-127,6.94,318,100,11/6/2021 14:12,NULL
1747,-127,6.94,319,100,11/6/2021 14:12,NULL
1748,-127,6.94,318,100,11/6/2021 14:12,NULL
1749,-127,6.94,318,100,11/6/2021 14:12,NULL
1750,-127,6.94,318,100,11/6/2021 14:12,NULL
1751,-127,6.94,318,100,11/6/2021 14:13,NULL
1752,-127,6.95,319,100,11/6/2021 14:13,NULL
1753,-127,6.95,318,100,11/6/2021 14:13,NULL
1754,-127,6.94,318,100,11/6/2021 14:13,NULL
1755,-127,6.95,319,100,11/6/2021 14:13,NULL
1756,-127,6.95,319,100,11/6/2021 14:13,NULL
1757,-127,6.94,318,100,11/6/2021 14:13,NULL
1758,-127,6.94,318,100,11/6/2021 14:13,NULL
1759,-127,6.96,319,100,11/6/2021 14:15,NULL
1760,-127,6.95,318,100,11/6/2021 14:16,NULL
1761,-127,6.96,319,100,11/6/2021 14:16,NULL
1762,-127,6.95,318,100,11/6/2021 14:16,NULL
1763,-127,6.95,318,100,11/6/2021 14:16,NULL
1764,-127,6.94,318,100,11/6/2021 14:16,NULL
1765,-127,6.92,319,10,11/6/2021 14:16,NULL
1766,-127,6.67,318,-27,11/6/2021 14:16,NULL
1767,-127,6.76,319,100,11/6/2021 14:16,NULL
1768,-127,6.84,466,100,11/6/2021 14:16,NULL
1769,-127,6.59,319,100,11/6/2021 14:17,NULL
1770,-127,5.03,318,100,11/6/2021 14:17,NULL
1771,-127,5,318,15,11/6/2021 14:17,NULL
1772,-127,4.99,317,100,11/6/2021 14:17,NULL
1773,-127,4.98,318,100,11/6/2021 14:17,NULL
1774,-127,4.98,318,100,11/6/2021 14:17,NULL
1775,-127,5.12,318,100,11/6/2021 14:17,NULL
1776,-127,4.66,318,6,11/6/2021 14:17,NULL
1777,-127,4,319,100,11/6/2021 14:18,NULL
1778,-127,4,318,100,11/6/2021 14:18,NULL
1779,-127,4.11,318,100,11/6/2021 14:18,NULL
1780,-127,4.09,317,100,11/6/2021 14:18,NULL
1781,-127,4.11,318,100,11/6/2021 14:18,NULL
1782,-127,3.98,317,100,11/6/2021 14:19,NULL
1783,-127,4.12,317,100,11/6/2021 14:19,NULL
1784,-127,6.7,317,100,11/6/2021 14:19,NULL
1785,-127,6.82,318,100,11/6/2021 14:19,NULL
1786,-127,6.83,318,100,11/6/2021 14:19,NULL
1787,-127,6.83,318,100,11/6/2021 14:19,NULL
1788,-127,6.83,317,100,11/6/2021 14:27,NULL
1789,-127,6.82,317,100,11/6/2021 14:27,NULL
1790,-127,6.83,317,100,11/6/2021 14:27,NULL
1791,-127,6.84,318,100,11/6/2021 14:27,NULL
1792,-127,6.85,319,100,11/6/2021 14:27,NULL
1793,-127,6.83,318,100,11/6/2021 14:27,NULL
1794,-127,6.84,318,100,11/6/2021 14:27,NULL
1795,-127,6.84,318,100,11/6/2021 14:27,NULL
1796,-127,6.83,318,100,11/6/2021 14:27,NULL
1797,-127,6.84,319,100,11/6/2021 14:28,NULL
1798,-127,6.83,318,100,11/6/2021 14:28,NULL
1799,-127,6.85,319,100,11/6/2021 14:28,NULL
1800,-127,6.83,317,100,11/6/2021 14:28,NULL
1801,-127,6.84,319,100,11/6/2021 14:28,NULL
1802,-127,6.83,317,100,11/6/2021 14:28,NULL
1803,-127,6.83,317,100,11/6/2021 14:28,NULL
1804,-127,9.07,320,100,11/6/2021 14:51,NULL
1805,-127,13.31,282,100,11/6/2021 15:56,NULL
1806,-127,13.15,282,100,11/6/2021 15:56,NULL
1807,-127,12.95,282,100,11/6/2021 15:56,NULL
1808,-127,12.49,282,100,11/6/2021 15:56,NULL
1809,-127,8.08,281,100,11/6/2021 15:58,NULL
1810,-127,7.62,281,100,11/6/2021 15:58,NULL
1811,-127,10.89,281,100,11/6/2021 15:58,NULL
1812,-127,10.77,281,100,11/6/2021 15:58,NULL
1813,-127,10.32,281,100,11/6/2021 15:58,NULL
1814,-127,10.63,281,100,11/6/2021 15:58,NULL
1815,-127,10.54,281,100,11/6/2021 15:59,NULL
1816,-127,10.56,281,100,11/6/2021 15:59,NULL
1817,-127,10.54,281,100,11/6/2021 15:59,NULL
1818,-127,10.52,281,100,11/6/2021 15:59,NULL
1819,-127,9.4,281,100,11/6/2021 15:59,NULL
1820,-127,8.14,281,100,11/6/2021 15:59,NULL
1821,-127,10.82,281,100,11/6/2021 15:59,NULL
1822,-127,10.16,281,100,11/6/2021 15:59,NULL
1823,-127,9.87,281,100,11/6/2021 16:00,NULL
1824,-127,10.46,281,100,11/6/2021 16:00,NULL
1825,-127,10.41,281,100,11/6/2021 16:00,NULL
1826,-127,10.38,281,100,11/6/2021 16:00,NULL
1827,-127,10.36,281,100,11/6/2021 16:00,NULL
1828,-127,10.32,281,100,11/6/2021 16:00,NULL
1829,-127,10.8,281,100,11/6/2021 16:01,NULL
1830,-127,11.43,281,100,11/6/2021 16:01,NULL
1831,-127,11.26,281,100,11/6/2021 16:01,NULL
1832,-127,11.08,281,100,11/6/2021 16:01,NULL
1833,-127,11.43,281,100,11/6/2021 16:01,NULL
1834,-127,10.98,281,100,11/6/2021 16:01,NULL
1835,-127,10.7,281,100,11/6/2021 16:01,NULL
1836,-127,10.68,281,100,11/6/2021 16:01,NULL
1837,-127,10.69,281,100,11/6/2021 16:01,NULL
1838,-127,10.68,281,100,11/6/2021 16:02,NULL
1839,-127,10.59,281,100,11/6/2021 16:02,NULL
1840,-127,10.59,281,100,11/6/2021 16:02,NULL
1841,-127,10.55,281,100,11/6/2021 16:02,NULL
1842,-127,10.78,281,100,11/6/2021 16:02,NULL
1843,-127,10.71,281,100,11/6/2021 16:02,NULL
1844,-127,10.58,281,100,11/6/2021 16:02,NULL
1845,-127,10.51,281,100,11/6/2021 16:03,NULL
1846,-127,10.4,281,100,11/6/2021 16:03,NULL
1847,-127,10.39,281,100,11/6/2021 16:03,NULL
1848,-127,10.34,281,100,11/6/2021 16:03,NULL
1849,-127,11.81,281,100,11/6/2021 16:46,NULL
1850,-127,11.99,281,100,11/6/2021 16:46,NULL
1851,-127,11.68,281,100,11/6/2021 16:46,NULL
1852,-127,12.19,281,100,11/6/2021 16:46,NULL
1853,-127,12.15,281,100,11/6/2021 16:46,NULL
1854,-127,12.1,281,100,11/6/2021 16:46,NULL
1855,-127,12.03,281,100,11/6/2021 16:47,NULL
1856,-127,12.44,281,100,11/6/2021 16:47,NULL
1857,-127,11.41,281,100,11/6/2021 16:47,NULL
1858,-127,11.21,281,100,11/6/2021 16:47,NULL
1859,-127,10.94,281,100,11/6/2021 16:47,NULL
1860,-127,10.21,281,100,11/6/2021 16:47,NULL
1861,-127,10.13,281,100,11/6/2021 16:47,NULL
1862,-127,9.9,281,100,11/6/2021 16:47,NULL
1863,-127,9.62,281,100,11/6/2021 16:48,NULL
1864,-127,9.4,281,100,11/6/2021 16:48,NULL
1865,-127,9.38,281,100,11/6/2021 16:48,NULL
1866,-127,9.25,281,100,11/6/2021 16:48,NULL
1867,-127,9.24,281,100,11/6/2021 16:48,NULL
1868,-127,9.24,281,100,11/6/2021 16:48,NULL
