id,suhu,ph,salinitas,ketinggian,create at,update at
3,30,50,60,70,9/16/2021 21:38,NULL
4,90,72,55,36,9/16/2021 21:38,NULL
5,16,88,89,87,9/17/2021 0:59,NULL
6,11,15,10,,9/17/2021 14:31,NULL
7,11,15,10,18,9/17/2021 14:32,NULL
8,11,15,10,18,9/17/2021 14:35,NULL
9,11,15,10,18,9/17/2021 14:46,NULL
10,11,15,10,18,9/17/2021 14:47,NULL
11,11,15,10,18,9/17/2021 14:48,NULL
12,11,15,10,18,9/17/2021 14:56,NULL
13,11,15,10,18,9/17/2021 14:56,NULL
14,11,15,10,18,9/17/2021 14:58,NULL
15,11,15,10,18,9/17/2021 15:00,NULL
16,11,15,10,18,9/17/2021 15:01,NULL
17,11,15,10,18,9/17/2021 15:01,NULL
18,30.19,40.24,1084.88,7,9/17/2021 15:52,NULL
19,30.19,40.24,1084.88,7,9/17/2021 15:52,NULL
20,30.19,40.24,1084.88,7,9/17/2021 15:53,NULL
21,30.19,40.24,1084.88,7,9/17/2021 15:53,NULL
22,30.19,40.24,1084.88,7,9/17/2021 15:53,NULL
23,30.19,40.24,1084.88,7,9/17/2021 15:53,NULL
24,30.19,40.24,1084.88,7,9/17/2021 15:54,NULL
25,32.25,7.6,1084.82,0,10/20/2021 12:02,NULL
26,32.25,7.56,1084.82,0,10/20/2021 12:02,NULL
27,32.25,7.6,1084.82,0,10/20/2021 12:02,NULL
28,32.31,7.49,1084.82,180,10/20/2021 12:03,NULL
29,32.25,7.46,1084.82,0,10/20/2021 12:03,NULL
30,32.31,7.44,1084.82,0,10/20/2021 12:03,NULL
31,32.25,7.44,1084.82,19,10/20/2021 12:03,NULL
32,32.31,7.46,1084.82,7,10/20/2021 12:03,NULL
33,32.25,7.43,1084.82,24,10/20/2021 12:03,NULL
34,32.69,7.41,1084.82,0,10/20/2021 12:03,NULL
35,33.19,7.41,1084.82,0,10/20/2021 12:04,NULL
36,33.25,7.38,1084.82,172,10/20/2021 12:04,NULL
37,33.19,7.36,1084.82,0,10/20/2021 12:04,NULL
38,33.13,7.38,1084.82,0,10/20/2021 12:04,NULL
39,33.06,7.33,1084.82,0,10/20/2021 12:04,NULL
40,33,7.32,1084.82,0,10/20/2021 12:04,NULL
41,33,7.37,1084.82,0,10/20/2021 12:04,NULL
42,33,7.36,1084.82,0,10/20/2021 12:05,NULL
43,32.69,7.52,1084.82,0,10/20/2021 12:09,NULL
44,32.69,7.46,1084.82,0,10/20/2021 12:09,NULL
45,32.75,7.38,1084.82,0,10/20/2021 12:10,NULL
46,32.69,7.34,1084.82,0,10/20/2021 12:10,NULL
47,32.69,7.33,1084.82,0,10/20/2021 12:10,NULL
48,32.69,7.31,601.62,0,10/20/2021 12:10,NULL
49,32.63,7.29,1084.82,0,10/20/2021 12:10,NULL
50,-127,40.24,1084.88,0,10/20/2021 12:19,NULL
51,-127,40.24,1084.88,0,10/20/2021 12:19,NULL
52,33.44,7.63,1084.82,0,10/20/2021 12:20,NULL
53,33.44,7.46,1084.81,0,10/20/2021 12:20,NULL
54,33.5,7.37,1084.81,0,10/20/2021 12:20,NULL
55,33.5,7.34,1084.81,0,10/20/2021 12:20,NULL
56,33.5,7.3,1084.81,0,10/20/2021 12:20,NULL
57,33.56,7.26,1084.81,0,10/20/2021 12:20,NULL
58,33.5,7.25,1084.81,0,10/20/2021 12:20,NULL
59,33.5,7.23,1084.81,0,10/20/2021 12:21,NULL
60,33.44,7.22,1084.81,0,10/20/2021 12:21,NULL
61,33.5,7.22,1084.81,0,10/20/2021 12:21,NULL
62,33.44,7.22,1084.81,8,10/20/2021 12:21,NULL
63,33.5,7.23,1084.81,0,10/20/2021 12:21,NULL
64,33.44,7.22,1084.81,0,10/20/2021 12:21,NULL
65,33.44,7.2,1084.81,0,10/20/2021 12:21,NULL
66,33.44,7.2,1084.81,0,10/20/2021 12:22,NULL
67,33.44,7.21,1084.81,0,10/20/2021 12:22,NULL
68,33.44,7.21,1084.81,0,10/20/2021 12:22,NULL
69,33.38,7.19,1084.81,0,10/20/2021 12:22,NULL
70,33.38,7.18,1084.81,0,10/20/2021 12:22,NULL
71,33.38,7.34,1084.82,0,10/20/2021 12:25,NULL
72,33.38,7.33,1084.81,47,10/20/2021 12:25,NULL
73,33.38,7.29,1084.81,37,10/20/2021 12:25,NULL
74,33.44,7.28,1084.81,42,10/20/2021 12:26,NULL
75,33.38,7.26,1084.81,3,10/20/2021 12:26,NULL
76,33.44,7.24,1084.81,560,10/20/2021 12:26,NULL
77,33.44,7.25,1084.8,560,10/20/2021 12:26,NULL
78,33.44,7.24,1084.81,560,10/20/2021 12:26,NULL
79,33.44,7.24,1084.81,252,10/20/2021 12:26,NULL
80,33.5,7.25,1084.81,560,10/20/2021 12:26,NULL
81,33.44,7.29,1084.81,251,10/20/2021 12:27,NULL
82,33.44,7.3,1084.81,3,10/20/2021 12:27,NULL
83,33.44,7.34,1084.8,3,10/20/2021 12:27,NULL
84,-127,40.24,1084.88,0,10/20/2021 12:34,NULL
85,-127,40.24,1084.88,0,10/20/2021 12:34,NULL
86,-127,40.24,1084.88,0,10/20/2021 12:34,NULL
87,32.88,7.28,1084.82,-460,10/20/2021 12:36,NULL
88,32.88,7.26,1084.81,-460,10/20/2021 12:36,NULL
89,32.88,7.35,1084.81,73,10/20/2021 12:36,NULL
90,32.88,7.26,1084.81,-190,10/20/2021 12:36,NULL
91,32.88,7.2,1084.81,92,10/20/2021 12:36,NULL
92,32.88,7.2,1084.81,-206,10/20/2021 12:36,NULL
93,32.88,7.23,1084.81,-460,10/20/2021 12:36,NULL
94,32.88,7.22,1084.81,58,10/20/2021 12:37,NULL
95,32.88,7.2,1084.81,96,10/20/2021 12:37,NULL
96,32.88,7.25,1084.81,52,10/20/2021 12:37,NULL
97,32.88,7.41,1084.81,58,10/20/2021 12:37,NULL
98,32.88,7.78,1084.8,49,10/20/2021 12:37,NULL
99,32.88,7.67,1084.81,51,10/20/2021 12:37,NULL
100,32.88,7.47,1084.81,-202,10/20/2021 12:37,NULL
101,32.88,7.44,1084.81,49,10/20/2021 12:37,NULL
102,32.88,7.39,1084.81,58,10/20/2021 12:38,NULL
103,32.88,7.34,1084.81,95,10/20/2021 12:38,NULL
104,32.88,7.33,1084.81,96,10/20/2021 12:38,NULL
105,32.88,7.32,1084.81,96,10/20/2021 12:38,NULL
106,32.88,7.27,1084.81,61,10/20/2021 12:38,NULL
107,32.88,7.24,1084.8,49,10/20/2021 12:38,NULL
108,32.81,7.23,1084.81,71,10/20/2021 12:38,NULL
109,32.81,7.23,1084.8,48,10/20/2021 12:39,NULL
110,32.75,7.23,1084.81,42,10/20/2021 12:39,NULL
111,32.81,7.2,1084.8,-311,10/20/2021 12:39,NULL
112,32.81,7.16,1084.81,46,10/20/2021 12:39,NULL
113,32.81,7.14,1084.8,59,10/20/2021 12:39,NULL
114,32.81,7.15,1084.81,49,10/20/2021 12:39,NULL
115,32.81,7.11,1084.8,47,10/20/2021 12:39,NULL
116,32.81,7.11,1084.81,47,10/20/2021 12:39,NULL
117,32.88,7.07,1084.81,36,10/20/2021 12:40,NULL
118,32.81,7.07,1084.8,55,10/20/2021 12:40,NULL
119,32.81,7.08,1084.81,57,10/20/2021 12:40,NULL
120,32.88,7.06,1084.8,58,10/20/2021 12:40,NULL
121,32.81,7.08,1084.81,58,10/20/2021 12:40,NULL
122,32.81,7.08,1084.8,83,10/20/2021 12:40,NULL
123,32.81,7.11,1084.81,79,10/20/2021 12:40,NULL
124,32.88,7.11,1084.81,82,10/20/2021 12:41,NULL
125,32.88,7.08,1084.81,75,10/20/2021 12:41,NULL
126,32.81,7.06,1084.81,52,10/20/2021 12:41,NULL
127,32.88,7.07,1084.81,75,10/20/2021 12:41,NULL
128,32.88,7.1,1084.81,69,10/20/2021 12:41,NULL
129,32.81,7.09,1084.81,75,10/20/2021 12:41,NULL
130,32.81,7.09,1084.81,74,10/20/2021 12:41,NULL
131,32.88,7.06,1084.81,73,10/20/2021 12:42,NULL
132,32.81,7.06,1084.81,73,10/20/2021 12:42,NULL
133,32.81,7.06,1084.81,73,10/20/2021 12:42,NULL
134,32.81,7.05,1084.81,73,10/20/2021 12:42,NULL
135,32.81,7.04,1084.81,74,10/20/2021 12:42,NULL
136,32.81,7.05,1084.81,49,10/20/2021 12:42,NULL
137,32.88,7.04,1084.81,98,10/20/2021 12:42,NULL
138,32.81,7.06,1084.81,98,10/20/2021 12:43,NULL
139,32.81,7.12,1084.81,98,10/20/2021 12:43,NULL
140,32.81,7.07,1084.81,98,10/20/2021 12:43,NULL
141,32.81,7.09,1084.81,98,10/20/2021 12:43,NULL
142,32.88,7.14,1084.85,98,10/20/2021 12:43,NULL
143,33.19,7.11,1084.82,98,10/20/2021 12:43,NULL
144,33.25,7.11,281.08,98,10/20/2021 12:43,NULL
145,33.44,7.08,1084.87,98,10/20/2021 12:44,NULL
146,33.56,7.1,1084.83,98,10/20/2021 12:44,NULL
147,33.69,7.08,1084.81,98,10/20/2021 12:44,NULL
148,33.75,7.08,1084.81,-460,10/20/2021 12:44,NULL
149,33.81,7.12,1084.81,-460,10/20/2021 12:44,NULL
150,-127,40.24,1084.88,100,10/20/2021 12:45,NULL
151,-127,40.24,1084.88,100,10/20/2021 12:45,NULL
152,33.5,7.17,1084.82,100,10/20/2021 12:46,NULL
153,33.44,7.13,1084.82,-460,10/20/2021 12:46,NULL
154,33.5,7.14,1084.8,91,10/20/2021 12:46,NULL
155,33.5,7.11,1084.81,92,10/20/2021 12:47,NULL
156,33.44,7.12,1084.8,98,10/20/2021 12:47,NULL
157,33.44,7.13,1084.81,-460,10/20/2021 12:47,NULL
158,33.5,7.13,1084.81,-460,10/20/2021 12:47,NULL
159,33.44,7.1,1084.81,-460,10/20/2021 12:47,NULL
160,33.38,7.12,1084.81,-460,10/20/2021 12:47,NULL
161,33.44,7.11,1084.81,-460,10/20/2021 12:47,NULL
162,33.19,7.42,1084.86,51,10/20/2021 12:48,NULL
163,33.25,7.39,1084.86,51,10/20/2021 12:48,NULL
164,33.25,7.37,1084.86,51,10/20/2021 12:48,NULL
165,33.31,7.35,1084.86,51,10/20/2021 12:48,NULL
166,33.31,7.35,1084.86,77,10/20/2021 12:48,NULL
167,33.31,7.32,1084.87,53,10/20/2021 12:49,NULL
168,33.25,7.32,1084.87,53,10/20/2021 12:49,NULL
169,33.25,7.31,1084.86,53,10/20/2021 12:49,NULL
170,33.25,7.32,1084.86,49,10/20/2021 12:49,NULL
171,33.25,7.33,1084.86,55,10/20/2021 12:49,NULL
172,33.19,7.33,1084.86,-460,10/20/2021 12:49,NULL
173,33.19,7.32,1084.86,-460,10/20/2021 12:49,NULL
174,33.19,7.33,1084.86,-460,10/20/2021 12:50,NULL
175,-127,40.24,1084.88,100,10/20/2021 12:51,NULL
176,33.25,7.51,1084.86,-460,10/20/2021 12:51,NULL
177,33.25,7.44,1084.86,-460,10/20/2021 12:51,NULL
178,33.25,7.43,1084.87,-43,10/20/2021 12:52,NULL
179,33.19,7.4,1084.86,60,10/20/2021 12:52,NULL
180,33.19,7.38,1084.86,51,10/20/2021 12:52,NULL
181,33.19,7.38,1084.86,55,10/20/2021 12:52,NULL
182,33.13,7.46,1084.86,-460,10/20/2021 12:52,NULL
183,33.13,7.41,1084.86,-460,10/20/2021 12:52,NULL
184,33.13,7.38,1084.86,52,10/20/2021 12:52,NULL
185,33.06,7.37,1084.86,52,10/20/2021 12:53,NULL
186,33.06,7.35,1084.86,52,10/20/2021 12:53,NULL
187,33.06,7.36,1084.86,52,10/20/2021 12:53,NULL
188,33,7.36,1084.86,-178,10/20/2021 12:53,NULL
189,33,7.37,1084.86,-178,10/20/2021 12:53,NULL
190,33,7.35,1084.86,-178,10/20/2021 12:53,NULL
191,33,7.34,1084.86,-178,10/20/2021 12:53,NULL
192,32.94,7.35,1084.86,-178,10/20/2021 12:54,NULL
193,32.88,7.35,1084.86,-178,10/20/2021 12:54,NULL
194,32.88,7.35,1084.86,-178,10/20/2021 12:54,NULL
195,32.88,7.35,1084.86,-178,10/20/2021 12:54,NULL
196,32.94,7.34,1084.86,-178,10/20/2021 12:54,NULL
197,32.88,7.33,1084.86,92,10/20/2021 12:54,NULL
198,32.88,7.34,1084.86,-460,10/20/2021 12:54,NULL
199,32.88,7.34,1084.86,-460,10/20/2021 12:54,NULL
200,32.81,7.34,1084.86,-460,10/20/2021 12:55,NULL
201,32.81,7.33,1084.86,-460,10/20/2021 12:55,NULL
202,32.81,7.33,1084.86,-319,10/20/2021 12:55,NULL
203,32.81,7.33,1084.86,92,10/20/2021 12:55,NULL
204,32.81,7.33,1084.86,92,10/20/2021 12:55,NULL
205,32.75,7.36,1084.86,-460,10/20/2021 12:55,NULL
206,32.75,7.36,1084.86,-53,10/20/2021 12:55,NULL
207,32.69,7.36,1084.86,-25,10/20/2021 12:56,NULL
208,32.69,7.36,1084.86,97,10/20/2021 12:56,NULL
209,32.69,7.37,1084.86,98,10/20/2021 12:56,NULL
210,32.69,7.35,1084.86,-460,10/20/2021 12:56,NULL
211,32.69,7.34,1084.86,98,10/20/2021 12:56,NULL
212,32.69,7.35,1084.86,98,10/20/2021 12:56,NULL
213,32.63,7.35,1084.86,98,10/20/2021 12:56,NULL
214,32.63,7.35,1084.86,98,10/20/2021 12:57,NULL
215,32.63,7.35,1084.86,91,10/20/2021 12:57,NULL
216,32.63,7.35,1084.86,94,10/20/2021 12:57,NULL
217,32.63,7.36,1084.87,69,10/20/2021 12:57,NULL
218,32.63,7.35,1084.86,75,10/20/2021 12:57,NULL
219,32.56,7.35,1084.86,75,10/20/2021 12:57,NULL
220,32.63,7.35,1084.86,62,10/20/2021 12:57,NULL
221,32.63,7.36,1084.86,-190,10/20/2021 12:58,NULL
222,32.56,7.35,1084.86,58,10/20/2021 12:58,NULL
223,32.63,7.35,1084.86,90,10/20/2021 12:58,NULL
224,32.63,7.39,1084.87,89,10/20/2021 12:58,NULL
225,32.63,7.37,1084.86,89,10/20/2021 12:58,NULL
226,32.56,7.35,1084.86,98,10/20/2021 12:58,NULL
227,32.56,7.35,1084.86,86,10/20/2021 12:58,NULL
228,32.56,7.36,1084.86,-193,10/20/2021 12:59,NULL
229,32.63,7.36,1084.86,76,10/20/2021 12:59,NULL
230,32.56,7.34,1084.86,97,10/20/2021 12:59,NULL
231,32.56,7.35,1084.86,97,10/20/2021 12:59,NULL
232,32.56,7.35,1084.86,97,10/20/2021 12:59,NULL
233,32.56,7.35,1084.86,83,10/20/2021 12:59,NULL
234,32.56,7.34,1084.86,-210,10/20/2021 12:59,NULL
235,32.56,7.34,1084.86,-260,10/20/2021 13:00,NULL
236,32.5,7.34,1084.87,-260,10/20/2021 13:00,NULL
237,32.56,7.34,1084.86,-260,10/20/2021 13:00,NULL
238,32.5,7.34,1084.86,96,10/20/2021 13:00,NULL
239,32.5,7.34,1084.86,93,10/20/2021 13:00,NULL
240,32.5,7.33,1084.86,92,10/20/2021 13:00,NULL
241,32.5,7.33,1084.86,55,10/20/2021 13:00,NULL
242,32.5,7.33,1084.87,-460,10/20/2021 13:01,NULL
243,32.5,7.39,1084.86,-460,10/20/2021 13:01,NULL
244,32.5,7.39,1084.86,47,10/20/2021 13:01,NULL
245,32.5,7.39,1084.87,-460,10/20/2021 13:01,NULL
246,32.5,7.38,1084.86,-288,10/20/2021 13:01,NULL
247,32.56,7.38,1084.86,-460,10/20/2021 13:01,NULL
248,32.56,7.36,1084.86,-460,10/20/2021 13:01,NULL
249,32.56,7.35,1084.87,-460,10/20/2021 13:02,NULL
250,32.56,7.34,1084.86,-460,10/20/2021 13:02,NULL
251,32.56,7.37,1084.86,58,10/20/2021 13:02,NULL
252,32.56,7.36,1084.86,58,10/20/2021 13:02,NULL
253,32.56,7.35,1084.86,58,10/20/2021 13:02,NULL
254,32.56,7.35,1084.86,-460,10/20/2021 13:02,NULL
255,32.63,7.38,1084.87,49,10/20/2021 13:02,NULL
256,32.69,7.37,1084.87,56,10/20/2021 13:03,NULL
257,32.75,7.35,1084.86,52,10/20/2021 13:03,NULL
258,32.81,7.33,1084.87,48,10/20/2021 13:03,NULL
259,32.75,7.33,1084.86,-460,10/20/2021 13:03,NULL
260,32.75,7.32,1084.86,36,10/20/2021 13:03,NULL
261,32.75,7.31,1084.86,46,10/20/2021 13:03,NULL
262,32.75,7.31,1084.86,47,10/20/2021 13:03,NULL
263,32.81,7.32,1084.86,53,10/20/2021 13:04,NULL
264,32.81,7.32,1084.86,48,10/20/2021 13:04,NULL
265,32.81,7.31,1084.86,49,10/20/2021 13:04,NULL
266,32.88,7.3,1084.87,49,10/20/2021 13:04,NULL
267,32.81,7.32,1084.86,47,10/20/2021 13:04,NULL
268,32.81,7.33,1084.86,46,10/20/2021 13:04,NULL
269,32.81,7.31,1084.86,49,10/20/2021 13:04,NULL
270,32.75,7.31,1084.86,45,10/20/2021 13:04,NULL
271,32.81,7.31,1084.86,47,10/20/2021 13:05,NULL
272,32.88,7.32,1084.86,52,10/20/2021 13:05,NULL
273,32.88,7.33,1084.86,46,10/20/2021 13:05,NULL
274,32.88,7.32,1084.86,-460,10/20/2021 13:05,NULL
275,32.88,7.32,1084.86,53,10/20/2021 13:05,NULL
276,32.88,7.32,1084.87,-460,10/20/2021 13:05,NULL
277,32.88,7.34,1084.86,50,10/20/2021 13:05,NULL
278,32.88,7.32,1084.86,41,10/20/2021 13:06,NULL
279,32.94,7.3,1084.87,53,10/20/2021 13:06,NULL
280,32.94,7.29,1084.86,55,10/20/2021 13:06,NULL
281,32.94,7.3,1084.86,57,10/20/2021 13:06,NULL
282,33,7.3,1084.86,58,10/20/2021 13:06,NULL
283,33,7.3,1084.87,52,10/20/2021 13:06,NULL
284,33,7.31,1084.86,42,10/20/2021 13:06,NULL
285,33.06,7.31,1084.87,43,10/20/2021 13:07,NULL
286,33.06,7.32,1084.86,43,10/20/2021 13:07,NULL
287,33,7.32,1084.87,45,10/20/2021 13:07,NULL
288,33.06,7.33,1084.86,52,10/20/2021 13:07,NULL
289,33.06,7.33,1084.86,53,10/20/2021 13:07,NULL
290,33.13,7.31,1084.86,45,10/20/2021 13:07,NULL
291,33.06,7.31,1084.86,54,10/20/2021 13:07,NULL
292,33.06,7.3,1084.86,63,10/20/2021 13:08,NULL
293,33.13,7.31,1084.86,-460,10/20/2021 13:08,NULL
294,33.06,7.3,1084.86,-460,10/20/2021 13:08,NULL
295,33.06,7.3,1084.86,33,10/20/2021 13:08,NULL
296,33.13,7.29,1084.86,-460,10/20/2021 13:08,NULL
297,33.13,7.29,1084.86,48,10/20/2021 13:08,NULL
298,33.13,7.28,1084.86,49,10/20/2021 13:08,NULL
299,33.13,7.27,1084.86,-460,10/20/2021 13:08,NULL
300,33.13,7.26,1084.86,48,10/20/2021 13:09,NULL
301,33.19,7.26,1084.86,-460,10/20/2021 13:09,NULL
302,33.19,7.27,1084.86,-460,10/20/2021 13:09,NULL
303,33.13,7.28,1084.86,-460,10/20/2021 13:09,NULL
304,33.13,7.28,1084.86,-460,10/20/2021 13:09,NULL
305,33.19,7.28,1084.86,-460,10/20/2021 13:09,NULL
306,33.19,7.27,1084.86,-460,10/20/2021 13:09,NULL
307,33.25,7.3,1084.86,-460,10/20/2021 13:10,NULL
308,33.19,7.29,1084.86,-460,10/20/2021 13:10,NULL
309,-127,40.24,1084.88,100,10/20/2021 13:10,NULL
310,-127,40.24,1084.88,100,10/20/2021 13:10,NULL
311,-127,40.24,1084.88,100,10/20/2021 13:11,NULL
312,-127,40.24,1084.88,100,10/20/2021 13:11,NULL
313,-127,40.24,1084.88,100,10/20/2021 13:11,NULL
314,-127,40.24,1084.88,100,10/20/2021 13:11,NULL
315,-127,40.24,1084.88,100,10/20/2021 13:11,NULL
316,-127,40.24,1084.88,100,10/20/2021 13:11,NULL
317,33.25,7.49,1084.86,100,10/20/2021 13:12,NULL
318,33.25,7.4,1084.86,-271,10/20/2021 13:12,NULL
319,33.25,7.38,1084.86,96,10/20/2021 13:12,NULL
320,33.25,7.36,1084.86,98,10/20/2021 13:12,NULL
321,33.25,7.35,1084.86,-460,10/20/2021 13:13,NULL
322,33.31,7.35,1084.86,-460,10/20/2021 13:13,NULL
323,33.31,7.31,1084.86,-460,10/20/2021 13:13,NULL
324,33.25,7.3,1084.87,-98,10/20/2021 13:13,NULL
325,33.38,7.3,1084.86,49,10/20/2021 13:13,NULL
326,33.31,7.32,1084.86,58,10/20/2021 13:13,NULL
327,33.31,7.33,1084.86,55,10/20/2021 13:13,NULL
328,33.31,7.31,1084.86,-460,10/20/2021 13:14,NULL
329,33.31,7.29,1084.86,41,10/20/2021 13:14,NULL
330,33.38,7.29,1084.86,48,10/20/2021 13:14,NULL
331,32.25,5.07,281.28,49,10/20/2021 13:16,NULL
332,32.25,5.04,281.28,-460,10/20/2021 13:16,NULL
333,32.25,5.04,281.28,-333,10/20/2021 13:16,NULL
334,32.25,4.78,281.28,51,10/20/2021 13:16,NULL
335,32.31,4.89,281.28,90,10/20/2021 13:16,NULL
336,32.25,4.99,281.28,-212,10/20/2021 13:17,NULL
337,32.31,4.78,281.28,96,10/20/2021 13:17,NULL
338,32.25,4.92,281.28,98,10/20/2021 13:17,NULL
339,32.25,4.98,281.28,96,10/20/2021 13:17,NULL
340,32.25,4.69,281.28,97,10/20/2021 13:17,NULL
341,-127,40.24,1084.88,100,10/20/2021 13:21,NULL
342,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
343,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
344,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
345,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
346,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
347,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
348,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
349,-127,40.24,1084.88,100,10/20/2021 13:22,NULL
350,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
351,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
352,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
353,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
354,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
355,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
356,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
357,-127,40.24,1084.88,100,10/20/2021 13:23,NULL
358,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
359,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
360,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
361,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
362,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
363,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
364,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
365,-127,40.24,1084.88,100,10/20/2021 13:24,NULL
366,-127,40.24,1084,100,10/20/2021 14:44,NULL
367,-127,40.24,1084,100,10/20/2021 14:44,NULL
368,-127,40.24,1084,52,10/20/2021 14:44,NULL
369,-127,40.24,1084,100,10/20/2021 14:44,NULL
370,-127,40.24,1084,100,10/20/2021 14:44,NULL
371,-127,40.24,1084,100,10/20/2021 14:45,NULL
372,-127,40.24,1084,100,10/20/2021 14:45,NULL
373,-127,40.24,1084,4,10/20/2021 14:45,NULL
374,-127,40.24,1084,-6,10/20/2021 14:45,NULL
375,-127,40.24,1084,-7,10/20/2021 14:45,NULL
376,-127,40.24,1084,-7,10/20/2021 14:45,NULL
377,-127,40.24,1084,-7,10/20/2021 14:45,NULL
378,-127,40.24,1084,-8,10/20/2021 14:45,NULL
379,-127,40.24,1084,-7,10/20/2021 14:45,NULL
380,-127,40.24,1084,-7,10/20/2021 14:45,NULL
381,-127,40.24,1084,-7,10/20/2021 14:45,NULL
382,-127,40.24,1084,-7,10/20/2021 14:46,NULL
383,-127,40.24,1084,-7,10/20/2021 14:46,NULL
384,-127,40.24,1084,-7,10/20/2021 14:46,NULL
385,-127,40.24,1084,-7,10/20/2021 14:46,NULL
386,-127,40.24,1084,-7,10/20/2021 14:46,NULL
387,-127,40.24,1084,100,10/20/2021 14:46,NULL
388,-127,40.24,1084,100,10/20/2021 14:46,NULL
389,-127,40.24,1084,100,10/20/2021 14:46,NULL
390,-127,40.24,1084,100,10/20/2021 14:46,NULL
391,-127,40.24,1084,18,10/20/2021 14:46,NULL
392,-127,40.24,1084,100,10/20/2021 14:46,NULL
393,32.5,7.14,1084,55,10/20/2021 14:47,NULL
394,32.5,7.13,1084,54,10/20/2021 14:47,NULL
395,32.5,7.11,1084,-212,10/20/2021 14:48,NULL
396,32.5,7.26,1084,91,10/20/2021 14:48,NULL
397,32.44,7.11,1084,97,10/20/2021 14:48,NULL
398,32.44,7.09,1084,56,10/20/2021 14:48,NULL
399,32.5,7.07,1084,47,10/20/2021 14:48,NULL
400,32.5,7.06,1084,49,10/20/2021 14:48,NULL
401,32.5,7.07,1084,58,10/20/2021 14:48,NULL
402,32.5,7.53,1084,49,10/20/2021 14:49,NULL
403,32.5,7.31,1084,-212,10/20/2021 14:49,NULL
404,32.5,7.1,1084,36,10/20/2021 14:49,NULL
405,32.5,7.92,1084,-213,10/20/2021 14:49,NULL
406,32.5,7.28,1084,49,10/20/2021 14:49,NULL
407,32.5,7.17,1084,-460,10/20/2021 14:49,NULL
408,32.44,7.19,1084,31,10/20/2021 14:49,NULL
409,32.44,7.38,1084,96,10/20/2021 14:50,NULL
410,32.44,7.14,1084,-460,10/20/2021 14:50,NULL
411,32.5,7.11,1084,-460,10/20/2021 14:50,NULL
412,32.5,7.11,1084,97,10/20/2021 14:50,NULL
413,32.5,7.13,1084,97,10/20/2021 14:50,NULL
414,32.5,7.13,1084,97,10/20/2021 14:50,NULL
415,32.5,7.13,1084,97,10/20/2021 14:50,NULL
416,32.5,7.11,1084,97,10/20/2021 14:51,NULL
417,32.5,7.11,1084,-206,10/20/2021 14:51,NULL
418,32.44,7.13,1084,54,10/20/2021 14:51,NULL
419,32.44,7.18,1084,52,10/20/2021 14:51,NULL
420,32.5,7.24,1084,51,10/20/2021 14:51,NULL
421,32.5,7.26,1084,41,10/20/2021 14:51,NULL
422,32.5,7.27,1084,19,10/20/2021 14:51,NULL
423,32.5,7.25,1084,9,10/20/2021 14:52,NULL
424,32.5,7.27,1084,2,10/20/2021 14:52,NULL
425,32.5,7.25,1084,-460,10/20/2021 14:52,NULL
426,32.5,7.23,1084,-15,10/20/2021 14:52,NULL
427,32.5,7.25,1084,0,10/20/2021 14:52,NULL
428,32.5,7.25,1084,-4,10/20/2021 14:52,NULL
429,32.5,7.25,1084,81,10/20/2021 14:52,NULL
430,32.5,7.24,1084,63,10/20/2021 14:53,NULL
431,32.5,7.23,1084,63,10/20/2021 14:53,NULL
432,32.5,7.22,1084,63,10/20/2021 14:53,NULL
433,32.56,7.24,1084,63,10/20/2021 14:53,NULL
434,32.56,7.23,1084,63,10/20/2021 14:53,NULL
435,32.56,7.25,1084,63,10/20/2021 14:53,NULL
436,32.56,7.3,1084,63,10/20/2021 14:53,NULL
437,32.56,7.27,1084,63,10/20/2021 14:53,NULL
438,32.63,7.28,1084,63,10/20/2021 14:54,NULL
439,32.63,7.29,1084,63,10/20/2021 14:54,NULL
440,32.56,7.3,1084,63,10/20/2021 14:54,NULL
441,32.63,7.31,1084,63,10/20/2021 14:54,NULL
442,32.63,7.31,1084,63,10/20/2021 14:54,NULL
443,32.63,7.35,1084,63,10/20/2021 14:54,NULL
444,32.63,7.31,1084,63,10/20/2021 14:54,NULL
445,32.63,7.33,1084,63,10/20/2021 14:55,NULL
446,32.63,7.34,1084,63,10/20/2021 14:55,NULL
447,32.63,7.34,1084,63,10/20/2021 14:55,NULL
